Повне найменування відокремленного підрозділу;Адреса відокремленного підрозділу;Дата та номер рішення про створення відокремленого підрозділу;ЄДРПОУ;Режим роботи;Платежі приймаються в Платіжній системі;Платежі виплачуються  в Платіжній системі
ВІДДІЛЕННЯ №1330109;07100, Київська обл., місто Славутич, ПЛОЩА ПРИВОКЗАЛЬНА, будинок 5;№179/06/05 від 07.06.2018;42256599;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330110;15100, Чернігівська обл., Городнянський район, місто Городня, ВУЛИЦЯ ЧЕРНІГІВСЬКА, будинок 26-А;№179/06/05 від 07.06.2018;42256604;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330111;16500, Чернігівська обл., Бахмацький район, місто Бахмач, ВУЛИЦЯ ЯРОСЛАВА МУДРОГО, будинок 24;№231/06/05 від 25.06.2018;42279312;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330112;33005, Рівненська обл., місто Рівне, ВУЛИЦЯ ТЕЛІГИ ОЛЕНИ, будинок 49;№231/06/05 від 25.06.2018;42275428;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330113;79071, Львівська обл., місто Львів, Залізничний район, ВУЛИЦЯ ВИГОВСЬКОГО, будинок 100;№231/06/05 від 25.06.2018;42275433;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330114;81400, Львівська обл., місто Самбір, ВУЛИЦЯ ВАЛОВА, будинок 24/1;№231/06/05 від 25.06.2018;42279328;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330115;82402, Львівська обл., місто Стрий, ВУЛИЦЯ БОГДАНА ХМЕЛЬНИЦЬКОГО, будинок 16;№231/06/05 від 25.06.2018;42279333;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330116;31101, Хмельницька обл., місто Старокостянтинів, ВУЛИЦЯ МИРУ, будинок 19/2;№231/06/05 від 25.06.2018;42279349;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330117;32315, Хмельницька обл., місто Кам'янець-Подільський, ВУЛИЦЯ НІГИНСЬКЕ ШОСЕ, будинок 41/1;№231/06/05 від 25.06.2018;42275449;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330118;58032, Чернівецька обл., місто Чернівці, ВУЛИЦЯ ГОЛОВНА, будинок 265-А;№231/06/05 від 25.06.2018;42279354;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330119;65490, Одеська обл., місто Теплодар, ВУЛИЦЯ ПІОНЕРНА, будинок 1;№231/06/05 від 25.06.2018;42279360;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330120;54037, Миколаївська обл., місто Миколаїв, Заводський район, ВУЛИЦЯ ОЗЕРНА, будинок 17-Г;№231/06/05 від 25.06.2018;42279375;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330121;54055, Миколаївська обл., місто Миколаїв, Центральний район, ВУЛИЦЯ ЧКАЛОВА, будинок 82;№231/06/05 від 25.06.2018;42279380;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330122;55002, Миколаївська обл., місто Южноукраїнськ, ПРОСПЕКТ НЕЗАЛЕЖНОСТІ, будинок 35;№231/06/05 від 25.06.2018;42279396;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330123;73034, Херсонська обл., місто Херсон, Суворовський район, ПРОСПЕКТ 200-РІЧЧЯ ХЕРСОНА, будинок 8;№179/06/05 від 07.06.2018;42256617;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330124;73033, Херсонська обл., місто Херсон, Комсомольський район, ВУЛИЦЯ БУДІВЕЛЬНИКІВ (РАЙОН КОРАБЕЛЬНИЙ), будинок 27-А;№179/06/05 від 07.06.2018;42256625;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330125;50071, Дніпропетровська обл., місто Кривий Ріг, Саксаганський район, ВУЛИЦЯ ВОЛОДИМИРА ВЕЛИКОГО, будинок 24-Д;№231/06/05 від 25.06.2018;42279401;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330126;50076, Дніпропетровська обл., місто Кривий Ріг, Саксаганський район, БУЛЬВАР ВЕЧІРНІЙ, будинок 33;№231/06/05 від 25.06.2018;42279417;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330127;69009, Запорізька обл., місто Запоріжжя, Заводський район, ВУЛИЦЯ РИНКОВА, будинок 2;№179/06/05 від 07.06.2018;42256630;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330128;69014, Запорізька обл., місто Запоріжжя, Шевченківський район, ВУЛИЦЯ БАЗОВА, будинок 1;№179/06/05 від 07.06.2018;42256646;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330129;69041, Запорізька обл., місто Запоріжжя, Дніпровський район, БУЛЬВАР ВІНТЕРА/ВУЛИЦЯ КИЯШКА, будинок 30/3;№179/06/05 від 07.06.2018;42256651;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330130;69097, Запорізька обл., місто Запоріжжя, Хортицький район, ВУЛИЦЯ ВАСИЛЯ СЕРГІЄНКА, будинок 9;№231/06/05 від 25.06.2018;42275454;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330131;71630, Запорізька обл., Василівський район, місто Дніпрорудне, ВУЛИЦЯ ГЕРОЇВ ПРАЦІ, будинок 11;№231/06/05 від 25.06.2018;42279422;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330132;87549, Донецька обл., місто Маріуполь, Центральний район, ПРОСПЕКТ МЕТАЛУРГІВ, будинок 112;№231/06/05 від 25.06.2018;42279438;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330133;61176, Харківська обл., місто Харків, Немишлянський район, ВУЛИЦЯ КРАСНОДАРСЬКА, будинок 181-А;№179/06/05 від 07.06.2018;42256672;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330134;61068, Харківська обл., місто Харків, Московський район, ВУЛИЦЯ ПАВЛОВА, будинок 44-Б;№231/06/05 від 25.06.2018;42275464;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330135;07352, Київська обл., Вишгородський район, село Лютіж, ВУЛИЦЯ ВИЗВОЛИТЕЛІВ, будинок 56-А;№231/06/05 від 25.06.2018;42275475;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330136;02068, м.Київ, Дарницький район, ВУЛИЦЯ РЕВУЦЬКОГО, будинок 6;№231/06/05 від 25.06.2018;42284029;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330137;41615, Сумська обл., м.Конотоп, вул.Лазаревського, 12;№231/06/05 від 25.06.2018;42284034;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330138;14014, Чернігівська обл., місто Чернігів, Деснянський район, ВУЛИЦЯ МУЗИЧНА, будинок 1;№231/06/05 від 25.06.2018;42275480;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330139;58029, Чернівецька обл., місто Чернівці, ВУЛИЦЯ ГЕРОЇВ МАЙДАНУ, будинок 71;№231/06/05 від 25.06.2018;42279443;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330140;73005, Херсонська обл., місто Херсон, Дніпровський район, ВУЛИЦЯ ЗАЛАЕГЕРСЕГ, будинок 18;№231/06/05 від 25.06.2018;42275496;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330141;22000, Вінницька обл., місто Хмільник, ПРОСПЕКТ СВОБОДИ, будинок 1;№231/06/05 від 25.06.2018;42279459;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330142;04073, м.Київ, Оболонський район, ПРОСПЕКТ СТЕПАНА БАНДЕРИ, будинок 9;№231/06/05 від 25.06.2018;42279464;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330143;03126, м.Київ, Солом'янський район, БУЛЬВАР ГАВЕЛА ВАЦЛАВА, будинок 54/26;№231/06/05 від 25.06.2018;42273771;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330144;65123, Одеська обл., місто Одеса, Суворовський район, ВУЛИЦЯ СЕМЕНА ПАЛІЯ, будинок 93-А;№231/06/05 від 25.06.2018;42279473;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330145;65058, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ ДОВЖЕНКА, будинок 4;№231/06/05 від 25.06.2018;42279485;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330146;02121, м.Київ, Дарницький район, ВУЛИЦЯ ДЕКАБРИСТІВ, будинок 9;№231/06/05 від 25.06.2018;42275501;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330147;02140, м.Київ, Дарницький район, ПРОСПЕКТ МИКОЛИ БАЖАНА, будинок 30;№231/06/05 від 25.06.2018;42275517;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330148;02192, м.Київ, Дніпровський район, ВУЛИЦЯ БОЙЧЕНКА ОЛЕКСАНДРА, будинок 7;№231/06/05 від 25.06.2018;42275522;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330149;46020, Тернопільська обл., місто Тернопіль, ВУЛИЦЯ ТЕКСТИЛЬНА, будинок 28-Ч;№231/06/05 від 25.06.2018;42279490;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330150;73039, Херсонська обл., місто Херсон, Суворовський район, ВУЛИЦЯ 49-Ї ГВАРДІЙСЬКОЇ ДИВІЗІЇ, будинок 45;№231/06/05 від 25.06.2018;42279506;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330151;76019, Івано-Франківська обл., місто Івано-Франківськ, БУЛЬВАР ПІВНІЧНИЙ ІМ. ПУШКІНА, будинок 2-А;№231/06/05 від 25.06.2018;42279511;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330152;04212, м.Київ, Оболонський район, ВУЛИЦЯ ТИМОШЕНКА, будинок 19;№231/06/05 від 25.06.2018;42284043;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330153;02218, м.Київ, Дніпровський район, БУЛЬВАР ПЕРОВА, будинок 23-Б;№231/06/05 від 25.06.2018;42284055;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330154;09117, Київська обл., місто Біла Церква, ВУЛИЦЯ СКВИРСЬКЕ ШОСЕ, будинок 230;№231/06/05 від 25.06.2018;42275826;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330155;07401, Київська обл., місто Бровари, ВУЛИЦЯ ШЕВЧЕНКО, будинок 10-В;№231/06/05 від 25.06.2018;42275538;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330156;02222, м.Київ, Деснянський район, ВУЛИЦЯ ОНОРЕ ДЕ БАЛЬЗАКА, будинок 42/20;№231/06/05 від 25.06.2018;42275543;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330157;02100, м.Київ, Дніпровський район, БУЛЬВАР ВЕРХОВНОЇ РАДИ, будинок 17;№231/06/05 від 25.06.2018;42275559;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330158;02232, м.Київ, Деснянський район, ВУЛИЦЯ МИКОЛИ ЗАКРЕВСЬКОГО, будинок 87;№231/06/05 від 25.06.2018;42275564;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330159;04210, м.Київ, Оболонський район, ВУЛИЦЯ ЙОРДАНСЬКА, будинок 20;№231/06/05 від 25.06.2018;42284060;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330160;61121, Харківська обл., місто Харків, Московський район, ПРОСПЕКТ ТРАКТОРОБУДІВНИКІВ, будинок 128-В;№231/06/05 від 25.06.2018;42275578;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330161;02166, м.Київ, Деснянський район, ВУЛИЦЯ АКАДЕМІКА КУРЧАТОВА, будинок 19-А;№231/06/05 від 25.06.2018;42275585;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330162;02166, м.Київ, Деснянський район, ВУЛИЦЯ КУРЧАТОВА, будинок 5;№231/06/05 від 25.06.2018;42275590;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330163;02092, м.Київ, Дніпровський район, ВУЛИЦЯ МАРГАНЕЦЬКА, будинок 22;№231/06/05 від 25.06.2018;42284374;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330164;02125, м.Київ, Дніпровський район, ВУЛИЦЯ ПЕТРА ЗАПОРОЖЦЯ, будинок 21;№231/06/05 від 25.06.2018;42284076;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330165;04107, м.Київ, Шевченківський район, ВУЛИЦЯ ПЕЧЕНІЗЬКА, будинок 1/7А;№231/06/05 від 25.06.2018;42275606;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330166;21018, Вінницька обл., місто Вінниця, ПЛОЩА ГАГАРІНА, будинок 2;№231/06/05 від 25.06.2018;42275611;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330167;04208, м.Київ, Подільський район, ПРОСПЕКТ ПРАВДИ , будинок 47;№231/06/05 від 25.06.2018;42275627;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330168;04208, м.Київ, Подільський район, ПРОСПЕКТ ПРАВДИ, будинок 66;№231/06/05 від 25.06.2018;42275632;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330169;08623, Київська обл., Броварський район, селище міського типу Калинівка, ВУЛИЦЯ ЧЕРНІГІВСЬКА, будинок 12;№231/06/05 від 25.06.2018;42275648;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330170;09161, Київська обл., Білоцерківський район, місто Узин, ВУЛИЦЯ ІВАНА БОГУНА, будинок 21-А;№231/06/05 від 25.06.2018;42279527;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
